image_name,label,nose_x,nose_y,left_eye_x,left_eye_y,right_eye_x,right_eye_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y
images (29).jpeg,not-fall,0.5453483,0.3257221,0.5618849,0.29152834,0.5426343,0.295684,0.61139965,0.30011997,0.0,0.0,0.63474435,0.4952567,0.58024603,0.47276086,0.5739878,0.7226474,0.52134955,0.6603998,0.41839463,0.7831885,0.45680746,0.7026579,0.5238585,0.75175846,0.49046987,0.71160555,0.36845022,0.60358965,0.35973287,0.57015896,0.28740478,0.71441215,0.2981693,0.6945969
fall-10-cam0-rgb-001.png,not-fall,0.7812855,0.34061214,0.7905637,0.32327136,0.78280413,0.32608634,0.8299674,0.3212208,0.0,0.0,0.86917865,0.41026804,0.80538446,0.40901554,0.83206403,0.54327947,0.7588359,0.51971495,0.7139064,0.5844524,0.68647957,0.5719057,0.8176721,0.62973744,0.7775283,0.6084236,0.66064173,0.64936924,0.6362176,0.6303033,0.67575634,0.8541144,0.68023694,0.83588153
reading-park-bench-10074620.jpg,not-fall,0.34011358,0.21940364,0.3482698,0.19841166,0.31687486,0.19762875,0.0,0.0,0.26907027,0.2124197,0.35087037,0.30047378,0.2313795,0.3098539,0.4249385,0.41172534,0.27017447,0.4566858,0.46509182,0.42316818,0.3846645,0.44586894,0.41392067,0.54003066,0.33975998,0.57338315,0.65850955,0.48890504,0.6109587,0.5267388,0.6836683,0.77605313,0.69991034,0.811534
happy-woman-relaxing-on-comfortable-260nw-1126189862.jpg,not-fall,0.37022364,0.3824527,0.3707619,0.370068,0.35329422,0.37136146,0.0,0.0,0.3273574,0.40677768,0.41524327,0.49022615,0.3177705,0.49536368,0.49612552,0.5577595,0.2560881,0.5094744,0.55177397,0.5604204,0.25794438,0.38978836,0.52918243,0.660435,0.47426,0.6904965,0.6532536,0.59259194,0.6209563,0.6264339,0.6757938,0.7700542,0.6730272,0.7965158
rgb_0281.png,not-fall,0.0,0.0,0.0,0.0,0.0,0.0,0.32942846,0.38711056,0.0,0.0,0.33245054,0.4522349,0.36308596,0.43878692,0.33354107,0.5452169,0.0,0.0,0.3175911,0.60441047,0.0,0.0,0.33657238,0.6044947,0.36049974,0.5961484,0.32394427,0.7115312,0.3462202,0.6964837,0.33669814,0.8237298,0.3742468,0.7897196
3035.jpg,not-fall,0.5453483,0.3257221,0.5618849,0.29152834,0.5426343,0.295684,0.61139965,0.30011997,0.0,0.0,0.63474435,0.4952567,0.58024603,0.47276086,0.5739878,0.7226474,0.52134955,0.6603998,0.41839463,0.7831885,0.45680746,0.7026579,0.5238585,0.75175846,0.49046987,0.71160555,0.36845022,0.60358965,0.35973287,0.57015896,0.28740478,0.71441215,0.2981693,0.6945969
3021.jpg,not-fall,0.0,0.0,0.0,0.0,0.0,0.0,0.4845212,0.3285728,0.50187415,0.33017966,0.47346598,0.3639467,0.50827175,0.36634177,0.45881492,0.4098637,0.5187618,0.41561642,0.46056032,0.45616868,0.5214008,0.45972025,0.47760692,0.45387208,0.4987332,0.45503363,0.48405412,0.5187233,0.49272484,0.5207173,0.48816046,0.57774085,0.48475775,0.580251
3021.jpg,not-fall,0.62599,0.28523973,0.63270736,0.2723993,0.0,0.0,0.6606255,0.2714887,0.0,0.0,0.67443186,0.3487551,0.6414554,0.35366625,0.638908,0.4276364,0.6125075,0.45959076,0.6022817,0.44974777,0.59426165,0.53401893,0.6599179,0.5774338,0.63803047,0.5770998,0.6566287,0.7517385,0.6427803,0.7531722,0.6705022,0.9058775,0.6628944,0.9118964
3021.jpg,not-fall,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39965168,0.28796703,0.37070823,0.31312898,0.4042568,0.31566554,0.36238372,0.35683262,0.4173867,0.36049426,0.0,0.0,0.4223218,0.39468256,0.3729209,0.39836267,0.3957449,0.39958775,0.3705431,0.46889392,0.39558047,0.46970734,0.36582187,0.5350295,0.3922331,0.5373005
3021.jpg,not-fall,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.70586,0.36247942,0.7274428,0.36131603,0.0,0.0,0.738388,0.40632913,0.0,0.0,0.0,0.0,0.7058711,0.44812799,0.71998495,0.44669914,0.7067225,0.51496,0.7141214,0.5133215,0.7057855,0.5804573,0.7080101,0.5782862
3009.jpg,not-fall,0.7017053,0.21426189,0.75407,0.17433485,0.6886035,0.15993464,0.8303961,0.23098774,0.0,0.0,0.89147973,0.49931,0.6110788,0.41504034,0.8603884,0.84511614,0.4417841,0.63355803,0.5693047,0.8437463,0.27049676,0.7478469,0.71988124,0.9914077,0.54087776,0.90306467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rgb_0108.png,not-fall,0.7801886,0.51488775,0.7964772,0.5026196,0.77114826,0.49377722,0.8202586,0.4988678,0.7569993,0.4808272,0.8295495,0.5645569,0.73258865,0.5369816,0.83435154,0.6645473,0.69086874,0.6076167,0.8194808,0.76233923,0.6626323,0.69546443,0.7718581,0.72211033,0.70801294,0.70401376,0.75233483,0.8147542,0.6764615,0.79242885,0.73018163,0.90164495,0.6678804,0.8756561
images (14).jpeg,not-fall,0.4906303,0.3765663,0.49700558,0.36797908,0.48622212,0.36813155,0.5101153,0.3715355,0.48116577,0.37292245,0.52453864,0.4159614,0.47172382,0.42829943,0.5418554,0.4612623,0.46235773,0.48294032,0.50194615,0.47569564,0.47987452,0.47875112,0.51945305,0.55764854,0.48507434,0.5609016,0.51559937,0.6705083,0.4871154,0.67007434,0.5178837,0.784185,0.4933022,0.7689179
3037.jpg,not-fall,0.5817862,0.3590406,0.6129805,0.31852308,0.5539974,0.32065883,0.66051674,0.33746207,0.0,0.0,0.69279236,0.5330028,0.58754355,0.4953606,0.77340007,0.81660384,0.0,0.0,0.690392,0.9121111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
images (16).jpeg,not-fall,0.56179434,0.2347607,0.57272774,0.20036685,0.53854066,0.21538417,0.5970314,0.20862918,0.51504236,0.24373406,0.6471495,0.38246605,0.49509645,0.40384445,0.6790599,0.6138636,0.46856728,0.6024696,0.71004707,0.8350143,0.526089,0.67925906,0.6404841,0.7740307,0.5415451,0.7870613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3023.jpg,not-fall,0.5717505,0.27238387,0.57943606,0.25884834,0.56169164,0.26080206,0.5927378,0.271296,0.5487493,0.2775655,0.6203431,0.35970527,0.53736126,0.37215003,0.653618,0.463017,0.52937394,0.47834265,0.6404006,0.5527638,0.53839564,0.56190276,0.62443644,0.5715464,0.57291865,0.57734257,0.6307236,0.7259697,0.5898797,0.72928566,0.6405775,0.87669504,0.618724,0.87685263
rgb_0043.png,not-fall,0.0,0.0,0.25822145,0.37407377,0.0,0.0,0.27091116,0.38254732,0.0,0.0,0.27159315,0.44977582,0.32049465,0.4366084,0.25354666,0.54847515,0.3293844,0.5219538,0.24085608,0.621323,0.0,0.0,0.28050318,0.60579324,0.3193521,0.599552,0.26117593,0.7187084,0.32517114,0.7120164,0.24952343,0.8397222,0.33504438,0.8250878
fall_img_11.png,not-fall,0.6521222,0.4386527,0.6597881,0.42563635,0.0,0.0,0.69435596,0.42538863,0.0,0.0,0.73518157,0.5094766,0.6759023,0.49637324,0.75600797,0.6468135,0.6769916,0.6040668,0.7535936,0.76236224,0.6654943,0.6739817,0.7167795,0.736098,0.6784626,0.7276795,0.7327654,0.8774265,0.690669,0.8719517,0.7267313,0.9871787,0.69958866,0.9787571
gettyimages-1194490223-612x612.jpg,not-fall,0.3490023,0.23458374,0.35176504,0.20957421,0.3265805,0.20272411,0.0,0.0,0.25978917,0.2146611,0.3489784,0.4031429,0.17631571,0.407586,0.40887925,0.578713,0.11791735,0.6331846,0.39121765,0.59251934,0.28342462,0.56161416,0.34592244,0.90248114,0.22861172,0.92124814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Female_Reading_1200x628-facebook.jpg,not-fall,0.512937,0.33043057,0.53058237,0.2907106,0.49146983,0.28519145,0.0,0.0,0.436409,0.28060707,0.5672452,0.37840286,0.36463174,0.4641228,0.6920659,0.42512715,0.37223512,0.72467977,0.59736246,0.28650758,0.5057036,0.6543053,0.61762303,0.7893999,0.48890087,0.8576173,0.7619281,0.52178365,0.6620586,0.561497,0.834139,0.8328162,0.8247866,0.79386073
3022.jpg,not-fall,0.50246185,0.19545205,0.51205933,0.18335319,0.49457386,0.1831918,0.5294802,0.19334224,0.4870081,0.19264768,0.5486514,0.26914537,0.470759,0.2701606,0.5515542,0.35527307,0.46034804,0.36346424,0.5187295,0.330728,0.49667546,0.3390063,0.5337038,0.46635535,0.4783586,0.4665366,0.5433576,0.61730623,0.46980336,0.61683404,0.549441,0.76585525,0.46714503,0.76393753
3022.jpg,not-fall,0.0,0.0,0.0,0.0,0.0,0.0,0.6662509,0.23252119,0.69900054,0.23362212,0.65281713,0.27361107,0.7101116,0.2784324,0.63508075,0.32156175,0.7236951,0.33849198,0.64050114,0.34288228,0.7264083,0.3650384,0.6616901,0.3891915,0.6984189,0.3917005,0.66803414,0.48112926,0.6881898,0.48449317,0.67535794,0.57333165,0.6817223,0.57675654
3022.jpg,not-fall,0.8343057,0.24732834,0.837787,0.24138756,0.83060265,0.24233568,0.84503347,0.24303274,0.8259714,0.2457527,0.8558604,0.2715507,0.82164735,0.27709362,0.86882645,0.30423504,0.8131304,0.3185249,0.86953175,0.33232173,0.8146247,0.35290638,0.8514127,0.35045168,0.83015585,0.35257334,0.84879243,0.40926337,0.8339893,0.41131315,0.8459006,0.46229783,0.8378069,0.46517557
3022.jpg,not-fall,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36470833,0.26001513,0.34502035,0.28163972,0.37137204,0.2810263,0.3385949,0.31083098,0.38393542,0.30963618,0.33868814,0.33358672,0.38533655,0.33220977,0.34998766,0.3363027,0.36804053,0.33613506,0.3492723,0.37957743,0.36945206,0.3792589,0.34819242,0.4234758,0.370142,0.42267436
3022.jpg,not-fall,0.791363,0.26631203,0.7937976,0.26162457,0.7885297,0.26131496,0.0,0.0,0.0,0.0,0.8020287,0.2928382,0.76946115,0.29025945,0.8078089,0.32693735,0.75301695,0.3212861,0.8055768,0.3510232,0.7502974,0.34508747,0.79261535,0.36112553,0.7726642,0.36017358,0.79002583,0.4179964,0.7756349,0.41725138,0.78820753,0.47224835,0.7767681,0.47103763
3036.jpg,not-fall,0.5314833,0.3241884,0.53877515,0.31534088,0.52503306,0.31111416,0.54670566,0.32572144,0.5085932,0.31600446,0.5562879,0.38549453,0.48350176,0.37891766,0.5711476,0.45939723,0.466265,0.45662355,0.58627254,0.5114277,0.47687662,0.4968152,0.5437131,0.5342156,0.4899682,0.5313558,0.55420625,0.6297048,0.4578197,0.62762076,0.55870575,0.7625109,0.44185463,0.75414217
0_Portrait-of-a-senior-man-indoor.jpg,not-fall,0.6160601,0.21248952,0.6397681,0.17835243,0.61979115,0.18397005,0.7103681,0.20214356,0.0,0.0,0.73603976,0.41267928,0.6955262,0.37772107,0.66151565,0.7184638,0.61430717,0.62890565,0.46144286,0.7514545,0.4929762,0.67987955,0.63525635,0.85466856,0.6094314,0.7905541,0.29879478,0.8444853,0.3125154,0.7751633,0.31075785,0.9808143,0.0,0.0
gettyimages-1134648986-612x612.jpg,not-fall,0.4099052,0.1359856,0.0,0.0,0.38821366,0.12317705,0.0,0.0,0.32393402,0.13184008,0.36255935,0.18709609,0.33895048,0.20866185,0.47291115,0.2096722,0.4930597,0.2401493,0.62186193,0.18845202,0.6558203,0.14764656,0.38756505,0.45027694,0.3475181,0.46195734,0.39175513,0.67324173,0.28390726,0.69374985,0.35955903,0.8778618,0.15068668,0.8861573
images (32).jpeg,not-fall,0.53770405,0.46507412,0.53664005,0.43988463,0.0,0.0,0.5697947,0.40993512,0.0,0.0,0.655556,0.45430118,0.62360483,0.46967775,0.61059684,0.6179881,0.5661724,0.6353092,0.53260106,0.62823886,0.48013806,0.68085754,0.7326327,0.7042616,0.712054,0.6944008,0.56791824,0.68319666,0.54786545,0.6719937,0.5365276,0.9617165,0.5371358,0.9603984
images (32).jpeg,not-fall,0.5374028,0.46605244,0.54074836,0.44115812,0.0,0.0,0.57881886,0.41357464,0.0,0.0,0.6646103,0.46851444,0.60429144,0.48452505,0.62264824,0.62767035,0.5538136,0.6354487,0.5095727,0.6196876,0.47691157,0.70398885,0.7169561,0.70822835,0.6792881,0.6995346,0.56632066,0.6791865,0.52930224,0.67097014,0.0,0.0,0.0,0.0
download (7).jpeg,not-fall,0.61688036,0.17617406,0.62969863,0.16142556,0.6118765,0.16097441,0.6581027,0.17502546,0.0,0.0,0.6902863,0.26220873,0.58825594,0.2826043,0.74491477,0.37044945,0.5567822,0.39152884,0.71028346,0.43493837,0.5925996,0.35231894,0.67354155,0.5081432,0.6127151,0.5147131,0.6599276,0.6926514,0.63089937,0.69795924,0.6643808,0.8863231,0.6608915,0.85646677
3032.jpg,not-fall,0.5665698,0.315215,0.5770084,0.28992945,0.5522376,0.29465446,0.59533256,0.2881483,0.5311275,0.29855892,0.63754994,0.3803508,0.5022388,0.3777408,0.6491374,0.53402895,0.48742375,0.51407695,0.58103067,0.5756541,0.5186608,0.57255036,0.62092865,0.6023582,0.5254952,0.60187936,0.6445776,0.6145572,0.49361506,0.6144962,0.6444516,0.8636826,0.5061245,0.8758844
3026.jpg,not-fall,0.64412177,0.3783931,0.6512822,0.3709728,0.6377783,0.37117496,0.6613353,0.3808422,0.6266926,0.38081154,0.6687598,0.42466748,0.6182582,0.4256692,0.6840556,0.39474308,0.6050692,0.3911849,0.68441033,0.35852456,0.6114862,0.3495404,0.663903,0.5794265,0.623413,0.5798245,0.68465346,0.68385226,0.6046156,0.6838894,0.7032196,0.78229046,0.5900701,0.78160495
elderly-person-in-care-home.jpg,not-fall,0.52297246,0.27757022,0.5624822,0.22376531,0.5044691,0.20822929,0.6545078,0.19496754,0.0,0.0,0.7300997,0.4301594,0.47576708,0.35767478,0.6821729,0.8023136,0.41186216,0.6323594,0.45895925,0.80878747,0.36133212,0.7500953,0.63441336,0.88648725,0.4448508,0.8197635,0.49237466,0.9770182,0.19739664,0.88688874,0.0,0.0,0.0,0.0
156473069-mature-man-sitting-in-an-armchair-and-reading-a-newspaper-in-a-living-room-at-home.jpg,not-fall,0.334959,0.39738622,0.33758163,0.38194638,0.32294688,0.3805096,0.0,0.0,0.29407662,0.39138082,0.31757748,0.4666663,0.29733643,0.47511387,0.36919138,0.5498826,0.34430718,0.5812813,0.42443725,0.51012915,0.42367437,0.5162799,0.38563856,0.64133555,0.3718094,0.66648436,0.49906352,0.6288436,0.49821138,0.6510262,0.53709275,0.8137116,0.54138374,0.82760435
download (3).jpeg,not-fall,0.52296484,0.30167168,0.5396128,0.28810287,0.5036976,0.28980675,0.56698513,0.2942411,0.47307378,0.29854888,0.6131113,0.3619517,0.43242592,0.36973098,0.63297147,0.44055313,0.43126315,0.4516989,0.5213031,0.41281226,0.5388305,0.42848054,0.59494096,0.56939656,0.4628975,0.57343614,0.64470935,0.74054873,0.47474012,0.7427257,0.6728282,0.906728,0.48354694,0.90859556
images (4).jpeg,not-fall,0.5877284,0.38706377,0.605059,0.3766918,0.57384074,0.3757029,0.6300513,0.38287377,0.54976743,0.37980485,0.66394407,0.44544178,0.51379913,0.44830096,0.7018285,0.52430767,0.49340728,0.53711575,0.67284983,0.58912206,0.5087729,0.6184299,0.6513818,0.6141288,0.552878,0.61705905,0.671685,0.7371019,0.5700195,0.7386053,0.6791757,0.8478266,0.60479325,0.8451189
fall_img_15.png,not-fall,0.61447847,0.40138626,0.61931586,0.3927012,0.6086176,0.39363137,0.627691,0.39490527,0.59789526,0.39716378,0.6464493,0.4417158,0.5801372,0.44188964,0.6677981,0.49384052,0.5555326,0.48876965,0.64841616,0.5438948,0.560803,0.5352064,0.6313666,0.5666955,0.5898646,0.56545967,0.6237329,0.6684302,0.5853344,0.6662683,0.6205077,0.77063996,0.58979595,0.76879084
rgb_0053.png,not-fall,0.0,0.0,0.14317779,0.3570995,0.0,0.0,0.16095307,0.36342266,0.0,0.0,0.1585186,0.4271569,0.20777711,0.4183454,0.14562309,0.51895255,0.0,0.0,0.12730889,0.5850152,0.0,0.0,0.16948253,0.58214456,0.20101401,0.57555825,0.15399225,0.701719,0.18020776,0.6942088,0.20173585,0.801376,0.2041969,0.7866011
images.jpeg,not-fall,0.49929222,0.1667561,0.5266272,0.15143356,0.47494882,0.14869858,0.55750954,0.1635497,0.43357998,0.15686512,0.59167296,0.2642977,0.38138583,0.26078162,0.6295383,0.3826963,0.33453482,0.38366306,0.68238723,0.49215904,0.31323433,0.4957161,0.5650743,0.50380164,0.4337014,0.50494105,0.5504398,0.68671,0.44064078,0.6915367,0.5226374,0.8481571,0.46808937,0.85307825
rgb_0046.png,not-fall,0.16666463,0.4988489,0.1793092,0.4795667,0.15300018,0.4792479,0.20746031,0.46029568,0.14093538,0.46195793,0.23708734,0.5170759,0.138505,0.519802,0.26966318,0.6220146,0.13570446,0.6169522,0.28995413,0.7268043,0.13763642,0.7067099,0.24217582,0.70700085,0.17904545,0.70980793,0.2530542,0.7935793,0.19053878,0.7971029,0.27110094,0.8635286,0.23945716,0.8701961
images (12).jpeg,not-fall,0.45674783,0.4206447,0.4739201,0.39848775,0.44514066,0.3881103,0.4941329,0.39301658,0.4163622,0.36962366,0.52179456,0.47159764,0.34710038,0.46921584,0.5448668,0.63408923,0.30907032,0.6505115,0.49995095,0.7374236,0.36757323,0.67946416,0.4798148,0.73543555,0.35625,0.73801416,0.54258686,0.7158128,0.3562378,0.71975505,0.5315296,0.90181917,0.360175,0.8771371
0203e5a8-8c1e-40e9-b23a-4733056bb0f5_Swallow+2.jpg,not-fall,0.39105693,0.31132445,0.393032,0.29540664,0.3863998,0.2939823,0.0,0.0,0.3669793,0.28068122,0.3788821,0.3351405,0.34005055,0.3393195,0.3824442,0.41436473,0.3268484,0.47090477,0.40033188,0.46142855,0.35797057,0.56204987,0.36165658,0.55944103,0.32813668,0.5642481,0.38754886,0.6985723,0.316516,0.7069171,0.39454708,0.8541829,0.28807083,0.8687069
rgb_0293.png,not-fall,0.2746911,0.5821679,0.28277016,0.5713921,0.267669,0.5726627,0.29876092,0.5667845,0.0,0.0,0.32124192,0.5924615,0.2585309,0.59364814,0.35281596,0.62334627,0.23684159,0.59446317,0.37156844,0.66691303,0.21383801,0.5932634,0.32972673,0.67030823,0.29127282,0.67237186,0.31616592,0.6924097,0.27459985,0.698379,0.32214975,0.7815515,0.2943314,0.78495103
rgb_0293.png,not-fall,0.2750945,0.5828482,0.28320423,0.5705742,0.26756233,0.5725675,0.3006576,0.5641774,0.0,0.0,0.3250874,0.5976572,0.25625506,0.59113586,0.3573805,0.62805396,0.22597647,0.58840185,0.36479232,0.66790104,0.19600222,0.57638294,0.32503843,0.6862287,0.28179193,0.68358165,0.32023996,0.6960927,0.26788005,0.6959075,0.32494697,0.77197325,0.2831091,0.7740213
3027.jpg,not-fall,0.5050589,0.3666102,0.50655985,0.35612383,0.5018143,0.35493094,0.0,0.0,0.48597318,0.34621578,0.5032305,0.39128467,0.4637342,0.39292812,0.51763886,0.45749593,0.46129492,0.48040712,0.5275017,0.45502236,0.4981622,0.48276928,0.5026875,0.5458241,0.4772263,0.54847115,0.4961856,0.67499125,0.47960925,0.6771822,0.48116484,0.80486906,0.47195798,0.80078685
3033.jpg,not-fall,0.3068204,0.43620178,0.31220558,0.41725898,0.29354596,0.42640877,0.31699008,0.4238574,0.27450576,0.44515038,0.34378442,0.48729652,0.25748736,0.52734244,0.41322437,0.54776263,0.23247877,0.58888286,0.42277586,0.5819311,0.2062328,0.5317932,0.39029202,0.66555434,0.33960947,0.6956771,0.46812794,0.702185,0.42661542,0.7366994,0.52928925,0.852389,0.518249,0.87767506
fall-30-cam1-rgb-001(1).png,not-fall,0.83044255,0.41267824,0.84985197,0.40671772,0.0,0.0,0.89182407,0.41507056,0.0,0.0,0.8895745,0.48472404,0.8586047,0.36676088,0.83670616,0.541959,0.79861706,0.30575842,0.7384877,0.5206672,0.725066,0.37110174,0.8323008,0.48215228,0.80753183,0.42188448,0.8100293,0.50487214,0.7673696,0.41620502,0.723945,0.51427084,0.68549716,0.42613986
fall-30-cam1-rgb-001(1).png,not-fall,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
istockphoto-959019814-1024x1024.jpg,not-fall,0.623553,0.27028874,0.6319238,0.2544565,0.6127276,0.2580699,0.6485648,0.26539484,0.6012225,0.27490702,0.6732334,0.36138,0.5887675,0.36342257,0.6935385,0.45642564,0.5754804,0.48557442,0.72128344,0.4177179,0.57345855,0.5621599,0.661537,0.5839425,0.60329306,0.58634114,0.686081,0.74418676,0.6004501,0.7452617,0.697517,0.87837464,0.60325265,0.90548426
istockphoto-959019814-1024x1024.jpg,not-fall,0.32173723,0.61694944,0.0,0.0,0.33237892,0.58606225,0.0,0.0,0.3158309,0.5439314,0.24437845,0.66056895,0.21818474,0.5577837,0.15717064,0.7661752,0.094320774,0.5656071,0.0,0.0,0.059283983,0.57619107,0.09190555,0.6121797,0.074672826,0.56797856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fall_img_11_flip.png,not-fall,0.34889397,0.43979186,0.0,0.0,0.34081578,0.4265185,0.0,0.0,0.30567697,0.42627606,0.32203108,0.5000141,0.2656932,0.5063996,0.31986842,0.6110557,0.24421117,0.64425457,0.33823782,0.6803859,0.24559073,0.76165414,0.32204264,0.7269178,0.28527313,0.73305744,0.30769086,0.8761803,0.27454492,0.88626367,0.29637033,0.97455347,0.276002,0.9950508
3025.jpg,not-fall,0.5056221,0.30945978,0.51351327,0.29475018,0.4962943,0.2947808,0.52206373,0.2999992,0.47655427,0.2976286,0.5330708,0.38080555,0.45624182,0.3802598,0.5548805,0.48518223,0.4391933,0.4936231,0.5674483,0.58021456,0.4447877,0.599958,0.5241841,0.59531003,0.47307357,0.59630233,0.5250818,0.7523502,0.46303636,0.7549117,0.51862097,0.90182114,0.4520117,0.90516895
3025.jpg,not-fall,0.0,0.0,0.0,0.0,0.0,0.0,0.16203251,0.36862496,0.0,0.0,0.16888438,0.40150872,0.17440665,0.40066287,0.17807439,0.44294706,0.0,0.0,0.17760488,0.46934956,0.0,0.0,0.16670513,0.49066484,0.17046164,0.48890662,0.16545738,0.5520459,0.168021,0.55069375,0.1729638,0.6137009,0.17137472,0.61069787
